Source;Target;Type;Weight
720549679;213408766;Directed;1
720549679;207424543;Directed;1
720549679;249637750;Directed;2
720549679;97068968;Directed;2
720549679;327334911;Directed;3
720549679;394716520;Directed;3
720549679;18805582;Directed;3
720549679;440258035;Directed;1
720549679;357821823;Directed;1
720549679;622657841;Directed;1
720549679;17672932;Directed;2
720549679;95666436;Directed;1
720549679;272329503;Directed;1
720549679;619870785;Directed;1
720549679;57601933;Directed;1
720549679;241696095;Directed;3
720549679;54567499;Directed;1
720549679;90186360;Directed;2
720549679;290708944;Directed;2
720549679;576358245;Directed;1
720549679;129167753;Directed;2
720549679;52101350;Directed;2
720549679;495796774;Directed;2
720549679;438204999;Directed;1
720549679;334665987;Directed;3
720549679;324967174;Directed;2
720549679;615174718;Directed;1
720549679;987062509;Directed;2
720549679;34827605;Directed;2
720549679;123296896;Directed;1
720549679;541855832;Directed;3
720549679;470230180;Directed;3
720549679;424345392;Directed;1
720549679;399924580;Directed;3
720549679;143471740;Directed;2
720549679;607516472;Directed;2
720549679;1063622270;Directed;2
720549679;171645906;Directed;1
536337601;737078424;Directed;3
536337601;776425646;Directed;2
536337601;214692112;Directed;3
536337601;757631671;Directed;1
536337601;461555088;Directed;1
536337601;762278754;Directed;2
536337601;602337609;Directed;1
35034509;213408766;Directed;2
35034509;2230301;Directed;3
35034509;15037028;Directed;3
35034509;1451621;Directed;3
35034509;257396357;Directed;3
35034509;120389940;Directed;2
35034509;18504179;Directed;1
35034509;67546984;Directed;1
35034509;249637750;Directed;1
35034509;71827668;Directed;2
35034509;183216295;Directed;2
35034509;126733456;Directed;2
35034509;236111927;Directed;3
35034509;129595560;Directed;3
35034509;4308031;Directed;3
35034509;6886372;Directed;3
35034509;395287005;Directed;2
35034509;587305823;Directed;1
35034509;57601933;Directed;2
35034509;277980462;Directed;2
35034509;27954163;Directed;1
35034509;54348165;Directed;1
35034509;451559753;Directed;2
35034509;243207960;Directed;1
35034509;52060835;Directed;2
35034509;33279601;Directed;1
35034509;92612172;Directed;1
35034509;129167753;Directed;3
35034509;190282545;Directed;2
35034509;21896227;Directed;2
35034509;122674868;Directed;1
35034509;100220618;Directed;3
548275303;28110685;Directed;2
548275303;870137221;Directed;1
548275303;257396357;Directed;1
548275303;120389940;Directed;2
548275303;249637750;Directed;2
548275303;103543725;Directed;2
548275303;767704506;Directed;3
548275303;241696095;Directed;1
548275303;290708944;Directed;3
548275303;282199322;Directed;1
548275303;118685847;Directed;3
548275303;550109960;Directed;2
548275303;821981472;Directed;1
737078424;46063659;Directed;2
737078424;93742094;Directed;1
737078424;37718215;Directed;1
737078424;776425646;Directed;2
737078424;757631671;Directed;3
737078424;737131106;Directed;3
737078424;762278754;Directed;2
737078424;762269388;Directed;1
737078424;776620434;Directed;1
737078424;429116162;Directed;1
737078424;220755091;Directed;2
187631125;53017241;Directed;1
187631125;71827668;Directed;3
187631125;90841202;Directed;3
187631125;227291378;Directed;1
187631125;391366931;Directed;1
187631125;122174133;Directed;2
187631125;58738913;Directed;1
187631125;36033715;Directed;1
187631125;24857113;Directed;1
187631125;377288968;Directed;1
187631125;41183978;Directed;3
187631125;47130706;Directed;3
187631125;632868084;Directed;1
187631125;35877513;Directed;2
526486702;97068968;Directed;1
526486702;286356580;Directed;2
526486702;214692112;Directed;2
526486702;18983525;Directed;3
526486702;52101350;Directed;2
526486702;615174718;Directed;3
526486702;436563471;Directed;3
526486702;34827605;Directed;1
526486702;70969864;Directed;1
526486702;123296896;Directed;1
526486702;32193826;Directed;2
526486702;399924580;Directed;2
526486702;607516472;Directed;1
526486702;207037466;Directed;1
382498059;312520229;Directed;1
382498059;369052765;Directed;1
382498059;286356580;Directed;2
382498059;328422006;Directed;2
382498059;282236970;Directed;3
382498059;369054086;Directed;3
382498059;371930835;Directed;3
137299537;53017241;Directed;1
137299537;8992222;Directed;2
137299537;245881375;Directed;3
137299537;9891922;Directed;2
1005819842;14845783;Directed;3
1005819842;249121666;Directed;1
1005819842;249867294;Directed;1
1005819842;249637750;Directed;2
1005819842;394716520;Directed;3
1005819842;111044500;Directed;3
1005819842;126733456;Directed;3
1005819842;438312885;Directed;3
1005819842;129595560;Directed;1
1005819842;4308031;Directed;1
1005819842;17672932;Directed;1
1005819842;95666436;Directed;1
1005819842;37920535;Directed;2
1005819842;135154291;Directed;2
1005819842;240374347;Directed;3
1005819842;843434418;Directed;3
1005819842;27954163;Directed;3
1005819842;244437560;Directed;1
1005819842;441222295;Directed;2
1005819842;75594993;Directed;3
1005819842;33279601;Directed;1
1005819842;122083594;Directed;3
1005819842;367250035;Directed;3
1005819842;377713766;Directed;1
1005819842;33462000;Directed;2
1005819842;423295311;Directed;1
312520229;870137221;Directed;3
312520229;382498059;Directed;3
312520229;369052765;Directed;1
312520229;331686288;Directed;1
312520229;369656581;Directed;1
312520229;54516516;Directed;1
312520229;328422006;Directed;1
312520229;19177149;Directed;1
312520229;282236970;Directed;2
312520229;369054086;Directed;2
312520229;338866417;Directed;1
312520229;524229992;Directed;3
369052765;870137221;Directed;3
369052765;1451621;Directed;2
369052765;143654480;Directed;1
369052765;174194582;Directed;1
369052765;33267283;Directed;1
369052765;168118507;Directed;2
369052765;382498059;Directed;1
369052765;312520229;Directed;1
369052765;503161790;Directed;3
369052765;331686288;Directed;3
369052765;21283529;Directed;3
369052765;494889695;Directed;2
369052765;369656581;Directed;3
369052765;54516516;Directed;3
369052765;328422006;Directed;1
369052765;333134389;Directed;1
369052765;573585707;Directed;2
369052765;77075281;Directed;1
369052765;232678300;Directed;2
369052765;267671446;Directed;1
369052765;33918457;Directed;3
369052765;303457058;Directed;1
369052765;126411242;Directed;1
369052765;418562094;Directed;1
369052765;418319088;Directed;3
369052765;438264830;Directed;3
369052765;222530466;Directed;2
369052765;150607393;Directed;2
369052765;461509114;Directed;1
369052765;118465920;Directed;1
369052765;47130706;Directed;2
369052765;142258927;Directed;2
369052765;632868084;Directed;2
369052765;426255065;Directed;1
369052765;472580548;Directed;2
369052765;488262433;Directed;2
369052765;304499332;Directed;1
369052765;230900998;Directed;2
369052765;288908285;Directed;1
921133596;14845783;Directed;1
921133596;125436078;Directed;1
921133596;70404511;Directed;1
921133596;90186360;Directed;2
921133596;33279601;Directed;1
573391759;394716520;Directed;2
573391759;438312885;Directed;2
573391759;404016558;Directed;3
573391759;135154291;Directed;3
573391759;240374347;Directed;3
573391759;843434418;Directed;3
573391759;90186360;Directed;1
573391759;36033715;Directed;1
573391759;262659182;Directed;2
573391759;141534382;Directed;1
573391759;165895040;Directed;1
573391759;242706132;Directed;1
573391759;718461115;Directed;1
573391759;846979566;Directed;2
573391759;338653891;Directed;2
891347862;249867294;Directed;3
891347862;249637750;Directed;1
891347862;111044500;Directed;1
891347862;307954136;Directed;2
891347862;129595560;Directed;1
891347862;622657841;Directed;1
891347862;256259889;Directed;2
891347862;241696095;Directed;3
891347862;8048672;Directed;3
891347862;124586661;Directed;3
891347862;441222295;Directed;3
891347862;514627516;Directed;2
891347862;86095840;Directed;3
891347862;165895040;Directed;2
891347862;552808940;Directed;2
891347862;16126428;Directed;3
891347862;633997142;Directed;1
891347862;326784479;Directed;1
891347862;23515678;Directed;1
891347862;165375475;Directed;2
891347862;29677326;Directed;2
891347862;149511393;Directed;1
891347862;243994324;Directed;2
891347862;177975122;Directed;3
891347862;444423069;Directed;1
891347862;43138560;Directed;1
891347862;626669752;Directed;1
891347862;728901463;Directed;3
891347862;284064926;Directed;2
891347862;495001386;Directed;1
891347862;447512023;Directed;1
891347862;103646620;Directed;1
240374347;32416061;Directed;1
240374347;15203929;Directed;1
240374347;394716520;Directed;2
240374347;529155080;Directed;1
240374347;404016558;Directed;1
240374347;587305823;Directed;1
240374347;573391759;Directed;1
240374347;843434418;Directed;2
240374347;133671478;Directed;2
240374347;316091227;Directed;2
240374347;7875752;Directed;3
240374347;242706132;Directed;2
240374347;718461115;Directed;1
240374347;846979566;Directed;1
240374347;338653891;Directed;1
240374347;41183978;Directed;3
619870785;249637750;Directed;3
619870785;632814256;Directed;3
619870785;33267283;Directed;3
619870785;587305823;Directed;1
619870785;720549679;Directed;1
619870785;54567499;Directed;1
619870785;76112152;Directed;2
619870785;75594993;Directed;1
619870785;438204999;Directed;2
619870785;447357042;Directed;1
619870785;568897643;Directed;1
619870785;621925679;Directed;2
314089397;71827668;Directed;3
314089397;327334911;Directed;2
314089397;4308031;Directed;1
314089397;357821823;Directed;2
314089397;79809148;Directed;1
314089397;329065629;Directed;1
314089397;241696095;Directed;3
314089397;243207960;Directed;1
314089397;20442734;Directed;2
314089397;109536626;Directed;3
314089397;121476812;Directed;2
314089397;99101734;Directed;2
314089397;129167753;Directed;3
314089397;430893090;Directed;3
314089397;705776353;Directed;1
314089397;260375174;Directed;2
95027825;213408766;Directed;1
95027825;249637750;Directed;3
95027825;71827668;Directed;1
95027825;327334911;Directed;1
95027825;126733456;Directed;2
95027825;139013475;Directed;1
95027825;440258035;Directed;1
95027825;357821823;Directed;1
95027825;156573972;Directed;1
95027825;79809148;Directed;2
95027825;106112290;Directed;2
95027825;314089397;Directed;3
95027825;17150632;Directed;3
95027825;329065629;Directed;3
95027825;57601933;Directed;1
95027825;277980462;Directed;1
95027825;22279374;Directed;1
95027825;54348165;Directed;3
95027825;20442734;Directed;1
95027825;282199322;Directed;1
95027825;193239673;Directed;1
95027825;76112152;Directed;3
95027825;121476812;Directed;1
95027825;99101734;Directed;2
95027825;129167753;Directed;3
95027825;190282545;Directed;3
95027825;334665987;Directed;2
95027825;314556020;Directed;1
95027825;271068328;Directed;3
95027825;34827605;Directed;3
95027825;156923305;Directed;1
286356580;20946040;Directed;2
286356580;490440078;Directed;1
286356580;249637750;Directed;1
286356580;135154291;Directed;2
286356580;526486702;Directed;1
286356580;872368556;Directed;1
286356580;50152850;Directed;2
286356580;321535725;Directed;3
1289633605;327334911;Directed;2
1289633605;357821823;Directed;1
1289633605;135154291;Directed;1
1289633605;1366982190;Directed;1
1289633605;988527175;Directed;2
1289633605;306089691;Directed;1
1289633605;615174718;Directed;1
1289633605;430893090;Directed;1
1366982190;249637750;Directed;2
1366982190;401266928;Directed;1
1366982190;327334911;Directed;1
1366982190;438312885;Directed;1
1366982190;440258035;Directed;2
1366982190;357821823;Directed;2
1366982190;521214214;Directed;3
1366982190;587305823;Directed;3
1366982190;135154291;Directed;3
1366982190;1289633605;Directed;3
1366982190;988527175;Directed;2
1366982190;241696095;Directed;3
1366982190;226887947;Directed;3
1366982190;54348165;Directed;1
1366982190;244437560;Directed;1
1366982190;33279601;Directed;1
1366982190;121476812;Directed;2
1366982190;99101734;Directed;2
1366982190;438204999;Directed;3
1366982190;306089691;Directed;1
1366982190;334665987;Directed;1
1366982190;122302141;Directed;3
1366982190;324967174;Directed;1
1366982190;615174718;Directed;2
1366982190;55513132;Directed;3
1366982190;34827605;Directed;3
1366982190;123296896;Directed;2
1366982190;1317332702;Directed;1
1366982190;85016631;Directed;1
1366982190;430893090;Directed;2
1366982190;343470225;Directed;1
1366982190;365116011;Directed;1
1366982190;367250035;Directed;3
36342715;14076784;Directed;3
395789742;2230301;Directed;1
395789742;15203929;Directed;1
395789742;249867294;Directed;1
395789742;249637750;Directed;3
395789742;71827668;Directed;3
395789742;80293066;Directed;3
395789742;57601933;Directed;1
395789742;54567499;Directed;2
395789742;304958060;Directed;1
395789742;242739134;Directed;1
395789742;357564342;Directed;1
395789742;125356092;Directed;2
395789742;38133222;Directed;3
395789742;318920716;Directed;1
395789742;35877513;Directed;2
1252423189;87000390;Directed;1
1252423189;327334911;Directed;2
1252423189;438312885;Directed;2
1252423189;632814256;Directed;3
1252423189;95666436;Directed;3
1252423189;125436078;Directed;3
1252423189;37920535;Directed;3
1252423189;70404511;Directed;2
1252423189;1172328414;Directed;1
1252423189;54567499;Directed;1
1252423189;28092089;Directed;2
1252423189;90186360;Directed;2
1252423189;244437560;Directed;1
1252423189;583062186;Directed;1
1252423189;199177495;Directed;1
1252423189;120387031;Directed;1
1252423189;76112152;Directed;1
1252423189;75594993;Directed;3
1252423189;110649140;Directed;1
1252423189;1431451698;Directed;3
1252423189;33279601;Directed;3
1252423189;129167753;Directed;3
1252423189;495796774;Directed;1
1252423189;177209936;Directed;2
1252423189;122302141;Directed;2
1252423189;447357042;Directed;2
1252423189;1317332702;Directed;1
1252423189;453811670;Directed;2
1252423189;541855832;Directed;1
1252423189;85016631;Directed;2
1252423189;157721013;Directed;3
1252423189;492990474;Directed;1
1252423189;80510401;Directed;3
1252423189;127869423;Directed;1
1252423189;572524105;Directed;2
1252423189;15720739;Directed;2
1252423189;120489857;Directed;3
163901745;213408766;Directed;2
163901745;71827668;Directed;1
163901745;126733456;Directed;1
163901745;139013475;Directed;2
163901745;36023079;Directed;1
163901745;79809148;Directed;1
163901745;495241139;Directed;1
163901745;135154291;Directed;1
163901745;57601933;Directed;3
163901745;277980462;Directed;2
163901745;364924774;Directed;3
163901745;129167753;Directed;3
163901745;190282545;Directed;1
163901745;271068328;Directed;2
163901745;21896227;Directed;2
163901745;241726730;Directed;3
163901745;526980222;Directed;2
17150632;17647430;Directed;1
17150632;550180187;Directed;1
17150632;28110685;Directed;2
17150632;63293;Directed;1
17150632;17870064;Directed;1
17150632;20692623;Directed;1
17150632;332757341;Directed;2
17150632;367937407;Directed;1
17150632;15037028;Directed;1
17150632;221311019;Directed;2
17150632;257396357;Directed;2
17150632;19404548;Directed;3
17150632;18805582;Directed;3
17150632;26974807;Directed;3
17150632;248261459;Directed;2
17150632;617713;Directed;1
17150632;264609534;Directed;1
17150632;295645137;Directed;1
17150632;133671478;Directed;2
17150632;24722855;Directed;3
17150632;241696095;Directed;1
17150632;331475231;Directed;3
17150632;17961468;Directed;2
17150632;290708944;Directed;3
17150632;88445970;Directed;1
17150632;243207960;Directed;3
17150632;109536626;Directed;1
17150632;314556020;Directed;3
1172328414;32416061;Directed;1
1172328414;14845783;Directed;2
1172328414;249637750;Directed;2
1172328414;327334911;Directed;1
1172328414;394716520;Directed;1
1172328414;438312885;Directed;1
1172328414;18805582;Directed;1
1172328414;440258035;Directed;2
1172328414;4308031;Directed;3
1172328414;221683644;Directed;3
1172328414;17672932;Directed;3
1172328414;431002086;Directed;2
1172328414;587305823;Directed;1
1172328414;135154291;Directed;1
1172328414;1252423189;Directed;2
1172328414;177085959;Directed;1
1172328414;133671478;Directed;2
1172328414;27954163;Directed;3
1172328414;316091227;Directed;1
1172328414;54348165;Directed;3
1172328414;7875752;Directed;1
1172328414;244437560;Directed;2
1172328414;148243439;Directed;3
1172328414;324967174;Directed;1
1172328414;55513132;Directed;3
1172328414;1317332702;Directed;2
1172328414;718461115;Directed;1
1172328414;44579949;Directed;3
51999396;257396357;Directed;1
51999396;4308031;Directed;1
51999396;295645137;Directed;2
51999396;133671478;Directed;1
51999396;27954163;Directed;3
51999396;171431641;Directed;2
843434418;394716520;Directed;1
843434418;404016558;Directed;1
843434418;573391759;Directed;1
843434418;240374347;Directed;2
843434418;316091227;Directed;1
843434418;262659182;Directed;1
843434418;377713766;Directed;1
843434418;242706132;Directed;2
843434418;718461115;Directed;2
843434418;846979566;Directed;3
843434418;338653891;Directed;3
177085959;14845783;Directed;3
177085959;1441291;Directed;1
177085959;18504179;Directed;2
177085959;249637750;Directed;2
177085959;307954136;Directed;3
177085959;438312885;Directed;3
177085959;80293066;Directed;3
177085959;37920535;Directed;3
177085959;135154291;Directed;2
177085959;1172328414;Directed;1
177085959;57601933;Directed;1
177085959;22279374;Directed;2
177085959;15138496;Directed;3
177085959;241537171;Directed;2
177085959;124586661;Directed;2
177085959;52060835;Directed;1
177085959;120387031;Directed;2
177085959;110649140;Directed;1
177085959;148243439;Directed;1
177085959;33279601;Directed;1
177085959;129167753;Directed;2
177085959;615174718;Directed;2
177085959;165895040;Directed;1
177085959;78073758;Directed;3
177085959;453811670;Directed;3
177085959;551640605;Directed;2
177085959;377713766;Directed;2
330930920;32416061;Directed;3
330930920;14845783;Directed;3
330930920;22606966;Directed;1
330930920;191004748;Directed;2
330930920;199663247;Directed;2
330930920;61502712;Directed;2
330930920;42428580;Directed;1
330930920;15203929;Directed;1
330930920;20692623;Directed;2
330930920;63283;Directed;2
330930920;27608532;Directed;3
330930920;18673689;Directed;3
330930920;17673017;Directed;2
330930920;14066952;Directed;1
330930920;1441291;Directed;1
330930920;87000390;Directed;2
330930920;221311019;Directed;1
330930920;257396357;Directed;1
330930920;136242086;Directed;3
330930920;19404548;Directed;2
330930920;249637750;Directed;1
330930920;97068968;Directed;2
330930920;327334911;Directed;1
330930920;307954136;Directed;1
330930920;438312885;Directed;1
330930920;18805582;Directed;1
330930920;26974807;Directed;2
330930920;7278212;Directed;3
330930920;236111927;Directed;3
330930920;143654480;Directed;2
330930920;17672932;Directed;1
330930920;295645137;Directed;1
330930920;37920535;Directed;1
330930920;46393157;Directed;1
330930920;38676010;Directed;1
330930920;587305823;Directed;2
330930920;135154291;Directed;2
330930920;720549679;Directed;2
330930920;395789742;Directed;1
330930920;34621309;Directed;1
330930920;133671478;Directed;1
330930920;27954163;Directed;2
330930920;241696095;Directed;1
330930920;226887947;Directed;1
330930920;249601180;Directed;1
330930920;54348165;Directed;2
330930920;18983525;Directed;1
330930920;20099281;Directed;1
330930920;88445970;Directed;1
330930920;59073534;Directed;1
330930920;8157952;Directed;2
330930920;2049521;Directed;3
330930920;14001032;Directed;1
330930920;14352473;Directed;1
330930920;43918390;Directed;2
330930920;22003601;Directed;1
330930920;52678717;Directed;3
330930920;441222295;Directed;2
330930920;301582113;Directed;3
330930920;18472498;Directed;3
330930920;275053137;Directed;2
330930920;38633269;Directed;2
330930920;306089691;Directed;1
330930920;841409623;Directed;3
330930920;53039449;Directed;1
330930920;314152424;Directed;1
330930920;58957724;Directed;2
988527175;401266928;Directed;3
988527175;327334911;Directed;3
988527175;440258035;Directed;2
988527175;1289633605;Directed;1
988527175;1366982190;Directed;1
988527175;121476812;Directed;1
988527175;1251229453;Directed;2
503161790;103777902;Directed;1
503161790;241696095;Directed;1
503161790;147558045;Directed;1
503161790;127862129;Directed;2
329065629;71827668;Directed;1
329065629;327334911;Directed;1
329065629;126733456;Directed;1
329065629;139013475;Directed;2
329065629;236111927;Directed;1
329065629;6886372;Directed;1
329065629;79809148;Directed;1
329065629;106112290;Directed;1
329065629;47317557;Directed;2
329065629;395287005;Directed;2
329065629;314089397;Directed;2
329065629;95027825;Directed;3
329065629;226887947;Directed;3
329065629;22279374;Directed;2
329065629;54348165;Directed;3
329065629;20442734;Directed;3
329065629;75594993;Directed;2
329065629;99101734;Directed;1
329065629;129167753;Directed;3
329065629;190282545;Directed;2
329065629;314556020;Directed;3
329065629;271068328;Directed;1
329065629;21896227;Directed;2
329065629;326985848;Directed;3
329065629;555456378;Directed;1
329065629;105600820;Directed;1
329065629;403460647;Directed;3
329065629;400988105;Directed;3
329065629;156923305;Directed;1
329065629;475315159;Directed;1
329065629;260375174;Directed;1
329065629;28750068;Directed;1
1057452542;207424543;Directed;1
1057452542;97068968;Directed;1
1057452542;327334911;Directed;1
1057452542;438312885;Directed;2
1057452542;440258035;Directed;1
1057452542;622657841;Directed;1
1057452542;1366982190;Directed;2
1057452542;244437560;Directed;2
1057452542;120387031;Directed;3
1057452542;495796774;Directed;3
1057452542;438204999;Directed;3
1057452542;55513132;Directed;3
1057452542;541855832;Directed;2
1057452542;1063622270;Directed;3
1057452542;1315181214;Directed;3
520694018;28110685;Directed;2
520694018;14845783;Directed;1
520694018;193763394;Directed;2
520694018;191004748;Directed;1
520694018;43677126;Directed;1
520694018;257396357;Directed;2
520694018;133671478;Directed;3
520694018;21025876;Directed;2
520694018;29189589;Directed;3
422244871;122953100;Directed;1
422244871;473902462;Directed;1
422244871;303457058;Directed;1
422244871;126411242;Directed;2
422244871;44231475;Directed;1
422244871;194071924;Directed;1
422244871;540119911;Directed;2
422244871;313438705;Directed;2
422244871;311638924;Directed;3
422244871;471330233;Directed;3
422244871;821981472;Directed;3
422244871;485069814;Directed;2
122953100;870137221;Directed;1
122953100;422244871;Directed;2
122953100;331686288;Directed;2
122953100;369656581;Directed;1
122953100;133494538;Directed;1
122953100;333134389;Directed;3
122953100;122174133;Directed;1
122953100;385624859;Directed;1
122953100;181722427;Directed;1
122953100;757631671;Directed;3
122953100;95260000;Directed;3
122953100;19177149;Directed;3
122953100;203162331;Directed;3
122953100;453433432;Directed;1
122953100;44231475;Directed;2
122953100;212740557;Directed;3
122953100;118465920;Directed;1
122953100;47130706;Directed;2
122953100;142258927;Directed;2
122953100;479914545;Directed;2
122953100;119857164;Directed;2
122953100;106219354;Directed;1
122953100;205642207;Directed;2
122953100;632868084;Directed;3
122953100;256624287;Directed;2
122953100;384750314;Directed;1
122953100;139779097;Directed;1
122953100;187177289;Directed;2
122953100;942525974;Directed;1
122953100;214989878;Directed;2
122953100;478912852;Directed;2
122953100;314498269;Directed;1
946163000;33267283;Directed;2
946163000;473902462;Directed;1
946163000;213037318;Directed;1
946163000;550109960;Directed;2
946163000;821981472;Directed;1
946163000;488724379;Directed;1
473902462;422244871;Directed;3
473902462;946163000;Directed;2
473902462;633177792;Directed;1
473902462;213037318;Directed;1
473902462;550109960;Directed;2
473902462;821981472;Directed;1
767704506;548275303;Directed;1
767704506;776425646;Directed;1
767704506;241696095;Directed;1
767704506;771391687;Directed;1
767704506;121476812;Directed;1
767704506;196959258;Directed;2
767704506;552808940;Directed;2
331686288;122953100;Directed;1
331686288;369656581;Directed;1
331686288;210943152;Directed;1
331686288;632868084;Directed;1
555068142;77075281;Directed;3
555068142;303457058;Directed;1
555068142;47593495;Directed;1
555068142;222530466;Directed;2
555068142;47130706;Directed;1
338654596;231889165;Directed;3
338654596;239404368;Directed;3
338654596;587305823;Directed;2
338654596;133494538;Directed;2
338654596;15620178;Directed;1
338654596;121476812;Directed;1
338654596;324967174;Directed;1
338654596;264807607;Directed;1
43899055;14845783;Directed;3
43899055;27008946;Directed;1
43899055;273912398;Directed;1
43899055;490440078;Directed;1
43899055;133671478;Directed;2
43899055;331475231;Directed;2
10459922;28110685;Directed;1
10459922;191004748;Directed;1
10459922;236902913;Directed;3
10459922;87000390;Directed;3
10459922;34621309;Directed;1
10459922;27954163;Directed;2
10459922;59073534;Directed;1
10459922;596346749;Directed;2
776425646;214692112;Directed;1
776425646;54567499;Directed;1
316091227;870137221;Directed;1
316091227;327334911;Directed;3
316091227;404016558;Directed;3
316091227;240374347;Directed;3
316091227;1172328414;Directed;2
316091227;843434418;Directed;1
316091227;214692112;Directed;1
316091227;90186360;Directed;3
316091227;290708944;Directed;1
316091227;282199322;Directed;2
316091227;39588381;Directed;2
316091227;334665987;Directed;1
316091227;377713766;Directed;1
316091227;242706132;Directed;3
316091227;718461115;Directed;3
316091227;338653891;Directed;3
316091227;199195561;Directed;2
316091227;607992766;Directed;1
21283529;617713;Directed;3
21283529;168118507;Directed;3
21283529;369052765;Directed;1
21283529;331686288;Directed;1
21283529;369656581;Directed;3
21283529;293524806;Directed;1
21283529;181722427;Directed;2
21283529;263821600;Directed;2
21283529;262659182;Directed;2
21283529;34224871;Directed;1
21283529;19177149;Directed;1
21283529;29677326;Directed;1
21283529;126411242;Directed;2
21283529;41183978;Directed;1
21283529;461509114;Directed;2
21283529;118465920;Directed;3
21283529;47130706;Directed;2
21283529;142258927;Directed;1
21283529;345843211;Directed;1
21283529;607992766;Directed;2
494889695;870137221;Directed;2
494889695;1451621;Directed;1
494889695;143654480;Directed;1
494889695;327092668;Directed;1
494889695;168118507;Directed;2
494889695;369052765;Directed;1
494889695;331686288;Directed;2
494889695;369656581;Directed;2
494889695;54516516;Directed;3
494889695;328422006;Directed;3
494889695;210943152;Directed;1
494889695;122174133;Directed;2
494889695;77075281;Directed;2
494889695;798821984;Directed;2
494889695;232678300;Directed;1
494889695;267671446;Directed;1
494889695;33918457;Directed;3
494889695;181722427;Directed;2
494889695;263821600;Directed;1
494889695;303457058;Directed;3
494889695;118685847;Directed;3
494889695;126411242;Directed;3
494889695;38682508;Directed;1
494889695;79733559;Directed;1
494889695;44231475;Directed;3
494889695;377288968;Directed;3
494889695;418319088;Directed;3
494889695;438264830;Directed;1
494889695;199195561;Directed;2
494889695;222530466;Directed;3
494889695;150607393;Directed;3
494889695;41183978;Directed;1
494889695;461509114;Directed;2
494889695;47130706;Directed;2
494889695;194071924;Directed;3
494889695;373036661;Directed;1
494889695;497082242;Directed;1
494889695;357515925;Directed;2
494889695;345843211;Directed;1
494889695;472580548;Directed;2
494889695;488262433;Directed;2
494889695;304499332;Directed;2
494889695;288908285;Directed;1
494889695;204904846;Directed;1
494889695;198032627;Directed;1
494889695;292941144;Directed;1
369656581;870137221;Directed;2
369656581;143654480;Directed;2
369656581;312520229;Directed;3
369656581;369052765;Directed;1
369656581;503161790;Directed;1
369656581;122953100;Directed;2
369656581;331686288;Directed;1
369656581;133494538;Directed;3
369656581;328422006;Directed;2
369656581;210943152;Directed;1
369656581;573585707;Directed;1
369656581;77075281;Directed;2
369656581;303457058;Directed;1
369656581;19177149;Directed;1
369656581;126411242;Directed;1
369656581;418319088;Directed;1
369656581;426255065;Directed;2
369656581;369054086;Directed;1
369656581;345843211;Directed;3
133494538;870137221;Directed;3
133494538;143654480;Directed;2
133494538;231889165;Directed;1
133494538;122953100;Directed;1
133494538;331686288;Directed;2
133494538;338654596;Directed;1
133494538;369656581;Directed;2
133494538;54516516;Directed;3
133494538;76681219;Directed;1
133494538;409426929;Directed;1
133494538;210943152;Directed;1
133494538;122174133;Directed;2
133494538;573585707;Directed;2
133494538;33918457;Directed;2
133494538;181722427;Directed;3
133494538;147558045;Directed;1
133494538;418319088;Directed;1
133494538;150607393;Directed;3
133494538;210424730;Directed;2
133494538;205642207;Directed;3
133494538;440999469;Directed;1
133494538;198032627;Directed;1
133494538;205636397;Directed;2
133494538;345040089;Directed;1
133494538;217365315;Directed;3
872368556;870137221;Directed;2
872368556;286356580;Directed;3
872368556;498803993;Directed;3
54516516;870137221;Directed;1
54516516;1451621;Directed;1
54516516;143654480;Directed;2
54516516;312520229;Directed;3
54516516;369052765;Directed;3
54516516;122953100;Directed;3
54516516;331686288;Directed;2
54516516;494889695;Directed;3
54516516;369656581;Directed;2
54516516;133494538;Directed;2
54516516;76681219;Directed;1
54516516;409426929;Directed;3
54516516;328422006;Directed;1
54516516;210943152;Directed;3
54516516;333134389;Directed;2
54516516;122174133;Directed;1
54516516;872581957;Directed;2
54516516;573585707;Directed;1
54516516;385624859;Directed;1
54516516;798821984;Directed;3
54516516;232678300;Directed;1
54516516;33918457;Directed;1
54516516;181722427;Directed;1
54516516;263821600;Directed;2
54516516;19177149;Directed;1
54516516;126411242;Directed;2
54516516;38682508;Directed;1
54516516;272954576;Directed;2
54516516;453433432;Directed;3
54516516;44231475;Directed;1
54516516;273357541;Directed;3
54516516;418319088;Directed;2
54516516;18980541;Directed;1
54516516;236343589;Directed;1
54516516;238960798;Directed;1
54516516;212740557;Directed;1
54516516;199195561;Directed;1
54516516;41183978;Directed;1
54516516;461509114;Directed;1
54516516;47130706;Directed;3
54516516;210424730;Directed;1
54516516;522049981;Directed;1
54516516;479914545;Directed;3
54516516;351137989;Directed;3
54516516;392583081;Directed;3
54516516;381464684;Directed;1
54516516;209609094;Directed;1
54516516;119857164;Directed;1
54516516;106219354;Directed;1
54516516;282236970;Directed;1
54516516;369054086;Directed;3
54516516;345843211;Directed;1
54516516;440999469;Directed;1
54516516;338866417;Directed;2
54516516;304499332;Directed;2
54516516;35712871;Directed;3
54516516;205315882;Directed;2
54516516;204904846;Directed;2
54516516;942525974;Directed;2
54516516;31097531;Directed;1
54516516;198032627;Directed;1
54516516;205636397;Directed;1
54516516;345040089;Directed;2
